J45,ASTHME CHRONIQUE,1403
J45,ASTHME CHRONIQUE,259
J45,ASTHME CHRONIQUE,1112
J45,ASTHME CHRONIQUE,1402
J45,ASTHME CHRONIQUE,549
J45,ASTHME CHRONIQUE,33
J45,ASTHME CHRONIQUE,1509
J45,ASTHME CHRONIQUE,1652
J45,ASTHME CHRONIQUE,1514
J45,ASTHME CHRONIQUE,773
J45,ASTHME CHRONIQUE,222
J45,ASTHME CHRONIQUE,1669
J45,ASTHME CHRONIQUE,
J45,ASTHME CHRONIQUE,949
J45,ASTHME CHRONIQUE,1702
J45,ASTHME CHRONIQUE,1156
J45,ASTHME CHRONIQUE,1243
J45,ASTHME CHRONIQUE,1088
J45,ASTHME CHRONIQUE,239
J45,ASTHME CHRONIQUE,1467
G40,EPILEPSIE,1774
G40,EPILEPSIE,358
G40,EPILEPSIE,467
G40,EPILEPSIE,474
G40,EPILEPSIE,558
G40,EPILEPSIE,662
G40,EPILEPSIE,677
G40,EPILEPSIE,712
G40,EPILEPSIE,
G40,EPILEPSIE,795
G40,EPILEPSIE,980
G40,EPILEPSIE,987
G40,EPILEPSIE,1008
G40,EPILEPSIE,1125
G40,EPILEPSIE,1260
G40,EPILEPSIE,1317
G40,EPILEPSIE,1326
G40,EPILEPSIE,1333
G40,EPILEPSIE,1404
G40,EPILEPSIE,1406
G40,EPILEPSIE,1500
G40,EPILEPSIE,1602
G40,EPILEPSIE,1682
G40,EPILEPSIE,1719
G40,EPILEPSIE,1794
G40,EPILEPSIE,1833
G35,SCLEROSE EN PLAQUE,1112
G35,SCLEROSE EN PLAQUE,934
G35,SCLEROSE EN PLAQUE,822
G35,SCLEROSE EN PLAQUE,1185
G35,SCLEROSE EN PLAQUE,729
G35,SCLEROSE EN PLAQUE,1654
G35,SCLEROSE EN PLAQUE,99
G35,SCLEROSE EN PLAQUE,575
G35,SCLEROSE EN PLAQUE,1146
N30,CYSTITE,776
N30,CYSTITE,1367
N30,CYSTITE,453
N30,CYSTITE,1234
N30,CYSTITE,1212
N30,CYSTITE,1614
N30,CYSTITE,1743
N30,CYSTITE,151
N30,CYSTITE,31
N30,CYSTITE,385
A19,TUBERCULOSE,956
A19,TUBERCULOSE,1476
A19,TUBERCULOSE,1438
A19,TUBERCULOSE,673
A19,TUBERCULOSE,1603
A19,TUBERCULOSE,1475
A19,TUBERCULOSE,143
A19,TUBERCULOSE,
A19,TUBERCULOSE,56
A19,TUBERCULOSE,1234
A19,TUBERCULOSE,453
A19,TUBERCULOSE,1015
A19,TUBERCULOSE,1161
A19,TUBERCULOSE,1024
L20,ECZEMA,469
L20,ECZEMA,468
L20,ECZEMA,260
L20,ECZEMA,259
L20,ECZEMA,870
L20,ECZEMA,567
L20,ECZEMA,
L20,ECZEMA,548
L20,ECZEMA,872
L20,ECZEMA,566
