68600724,"ACECLOFENAC ACCORD 100 mg, comprimé pelliculé",9
64130871,"ACECLOFENAC BIOGARAN 100 mg, comprimé pelliculé",9
61003712,"ACECLOFENAC EG 100 mg, comprimé pelliculé",9
64937530,"ACECLOFENAC EG LABO 100 mg, comprimé pelliculé",9
63092688,"ACECLOFENAC MYLAN 100 mg, comprimé pelliculé",9
67238724,"ACETANILIDUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",
65900339,"ACETATE DE CYPROTERONE ARROW 100 mg, comprimé sécable",509
67552319,"ACETATE DE CYPROTERONE ARROW 50 mg, comprimé sécable",509
60899178,"ACETATE DE CYPROTERONE EG 100 mg, comprimé sécable",509
67588728,"ACETATE DE CYPROTERONE EG 50 mg, comprimé sécable",509
65230796,"ACETATE DE CYPROTERONE SANDOZ 100 mg, comprimé sécable",509
60406938,"ACETATE DE CYPROTERONE SANDOZ 50 mg, comprimé sécable",509
67443608,"ACETATE DE CYPROTERONE TEVA 100 mg, comprimé sécable",509
63455260,"ACETATE DE CYPROTERONE TEVA 50 mg, comprimé",509
69243168,"ACETATE DE TERLIPRESSINE EVER PHARMA 0,2 mg/ml, solution injectable",1656
69773711,"ACETICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
68976484,"ACETICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
66767379,"ACETONUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
69148542,"ACETYLCYSTEINE ARROW 200 mg, comprimé effervescent",13
66398010,"ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, comprimé effervescent",13
62784356,"ACETYLCYSTEINE BIOGARAN CONSEIL 200 mg, poudre pour solution buvable en sachet",13
68043798,"ACETYLCYSTEINE EG 200 mg, poudre pour solution buvable en sachet-dose",13
69896678,"ACETYLCYSTEINE EG LABO CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose",13
65483582,"ACETYLCYSTEINE MYLAN 200 mg, poudre pour solution buvable en sachet-dose",13
67494823,"ACETYLCYSTEINE SANDOZ CONSEIL 200 mg, granulés pour solution buvable en sachet-dose",13
67657188,"ACETYLCYSTEINE TEVA CONSEIL 200 mg SANS SUCRE, poudre pour solution buvable en sachet-dose",13
63976701,"ACETYLCYSTEINE TEVA CONSEIL 200 mg, poudre pour solution buvable en sachet-dose",13
62887979,"ACETYLLEUCINE BIOGARAN 500 mg, comprimé",14
61920248,"ACETYLLEUCINE MYLAN 500 mg, comprimé",14
65897327,"ACETYLLEUCINE TEVA 500 mg, comprimé",14
65372144,"ACETYLLEUCINE ZENTIVA 500 mg, comprimé",14
61683272,"ACICLOVIR ALMUS 200 mg, comprimé",17
62022480,"ACICLOVIR ALMUS 5 %, crème",17
68888917,"ACICLOVIR ARROW 200 mg, comprimé",17
67363642,"ACICLOVIR ARROW 5 %, crème",17
60111197,"ACICLOVIR ARROW 800 mg, comprimé",17
64858307,"ACICLOVIR ARROW CONSEIL 5 %, crème",17
68623395,"ACICLOVIR ARROW LAB 200 mg, comprimé",17
65786152,"ACICLOVIR ARROW LAB 800 mg, comprimé",17
62485208,"ACICLOVIR BIOGARAN 200 mg, comprimé",17
68303445,"ACICLOVIR BIOGARAN 5 %, crème",17
62970791,"ACICLOVIR BIOGARAN 800 mg, comprimé",17
68102563,"ACICLOVIR BIOGARAN CONSEIL 5 %, crème",17
69175190,"ACICLOVIR CRISTERS 200 mg, comprimé",17
67344332,"ACICLOVIR CRISTERS 5 %, crème",17
62945806,"ACICLOVIR CRISTERS 800 mg, comprimé",17
61938584,"ACICLOVIR CRISTERS CONSEIL 5 %, crème",17
60418673,"ACICLOVIR EG 200 mg, comprimé",17
62891447,"ACICLOVIR EG 5 POUR CENT, crème",17
64776881,"ACICLOVIR EG 800 mg, comprimé",17
60831049,"ACICLOVIR EVOLUGEN 200 mg, comprimé",17
67720806,"ACICLOVIR MYLAN 200 mg, comprimé",17
69258501,"ACICLOVIR MYLAN 250 mg, poudre pour solution injectable (IV)",17
60126377,"ACICLOVIR MYLAN 5 %, crème",17
60890745,"ACICLOVIR MYLAN 500 mg, poudre pour solution injectable (IV)",17
67260521,"ACICLOVIR MYLAN 800 mg, comprimé",17
69540696,"ACICLOVIR MYLAN PHARMA 5 %, crème",17
64264557,"ACICLOVIR RANBAXY 200 mg, comprimé",17
69626227,"ACICLOVIR RATIOPHARM 5 %, crème",17
64743867,"ACICLOVIR RPG 5 %, crème",17
62566877,"ACICLOVIR SANDOZ 200 mg, comprimé",17
68887509,"ACICLOVIR SANDOZ 5 %, crème",17
60799637,"ACICLOVIR SANDOZ CONSEIL 5 %, crème",17
68560639,"ACICLOVIR TEVA 200 mg, comprimé",17
60311803,"ACICLOVIR TEVA 5 %, crème",17
66086740,"ACICLOVIR TEVA 800 mg, comprimé",17
63370689,"ACICLOVIR TEVA CONSEIL 5 %, crème",17
68474955,"ACICLOVIR TEVA SANTE 5 %, crème",17
64855318,"ACICLOVIR ZENTIVA 200 mg, comprimé",17
64941728,"ACICLOVIR ZENTIVA 5 %, crème",17
60964409,"ACICLOVIR ZENTIVA 800 mg, comprimé",17
69180611,"ACICLOVIR ZYDUS 200 mg, comprimé",17
66005293,"ACICLOVIR ZYDUS 5 %, crème",17
69784280,"ACIDE ALENDRONIQUE ALTER 70 mg, comprimé pelliculé",22
61838744,"ACIDE ALENDRONIQUE ARROW 10 mg, comprimé",22
68157307,"ACIDE ALENDRONIQUE ARROW 70 mg, comprimé",22
60365142,"ACIDE ALENDRONIQUE ARROW LAB 70 mg, comprimé",22
63281774,"ACIDE ALENDRONIQUE BIOGARAN 70 mg, comprimé",22
67464926,"ACIDE ALENDRONIQUE CRISTERS 70 mg, comprimé",22
68229767,"ACIDE ALENDRONIQUE EG 70 mg, comprimé",22
65701390,"ACIDE ALENDRONIQUE EVOLUGEN 70 mg, comprimé",22
63174719,"ACIDE ALENDRONIQUE MYLAN 70 mg, comprimé",22
60165024,"ACIDE ALENDRONIQUE PHR LAB 70 mg, comprimé",22
65533900,"ACIDE ALENDRONIQUE RANBAXY 70 mg, comprimé",22
67656556,"ACIDE ALENDRONIQUE SANDOZ 70 mg, comprimé",22
68659822,"ACIDE ALENDRONIQUE TEVA SANTE 70 mg, comprimé",22
63525488,"ACIDE ALENDRONIQUE ZYDUS 70 mg, comprimé",22
64272874,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) CRISTERS 70 mg/2800 UI, comprimé",22
63001941,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) CRISTERS 70 mg/5600 UI, comprimé",22
65035846,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/2800 UI, comprimé",22
69242155,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/5600 UI, comprimé",22
60934017,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EVOLUGEN 70 mg/2800 UI, comprimé",22
66407096,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EVOLUGEN 70 mg/5600 UI, comprimé",22
62300481,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) ZENTIVA 70 mg/2 800 UI, comprimé",22
62999597,"ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) ZENTIVA 70 mg/5 600 UI, comprimé",22
63278319,"ACIDE ALENDRONIQUE/VITAMINE D3 ARROW 70 mg/2 800 UI, comprimé",22
64079238,"ACIDE ALENDRONIQUE/VITAMINE D3 ARROW 70 mg/5 600 UI, comprimé",22
66407826,"ACIDE ALENDRONIQUE/VITAMINE D3 BGR 70 mg/2800 UI, comprimé",22
68265101,"ACIDE ALENDRONIQUE/VITAMINE D3 BGR 70 mg/5600 UI, comprimé",22
60648756,"ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/2800 UI, comprimé",22
65079554,"ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/5600 UI, comprimé",22
63469032,"ACIDE ALENDRONIQUE/VITD3 SANDOZ 70 mg/5600 UI, comprimé",22
63501366,"ACIDE CARGLUMIQUE WAYMADE 200 mg, comprimé dispersible",27
67320915,"ACIDE FOLIQUE ARROW 5 mg, comprimé",39
68502917,"ACIDE FOLIQUE CCD 0,4 mg, comprimé",39
69448600,"ACIDE FOLIQUE CCD 5 mg, comprimé",39
69661235,"ACIDE FOLIQUE MYLAN 5 mg, comprimé",39
68762562,"ACIDE FUSIDIQUE ARROW 2 %, crème",40
67676765,"ACIDE FUSIDIQUE BGR 2 %, crème",40
63823011,"ACIDE FUSIDIQUE BIOGARAN 2 %, crème",40
64944927,"ACIDE FUSIDIQUE EG 2 %, crème",40
66343989,"ACIDE FUSIDIQUE MYLAN 2 %, crème",40
66317834,"ACIDE FUSIDIQUE RATIOPHARM 2 %, crème",40
64108825,"ACIDE FUSIDIQUE SANDOZ 2 %, crème",40
66694073,"ACIDE IBANDRONIQUE TEVA 150 mg, comprimé pelliculé",44
61884211,"ACIDE TIAPROFENIQUE ARROW 100 mg, comprimé sécable",66
67587398,"ACIDE TIAPROFENIQUE EG 100 mg, comprimé sécable",66
60711014,"ACIDE TIAPROFENIQUE TEVA 100 mg, comprimé sécable",66
62714607,"ACIDE TIAPROFENIQUE ZENTIVA 100 mg, comprimé sécable",66
64314490,"ACIDE TRANEXAMIQUE AGUETTANT 0,5 g/5 mL, solution injectable",67
60151843,"ACIDE TRANEXAMIQUE MYLAN 0,5 g/ 5 mL, solution injectable",67
60970141,"ACIDE URSODESOXYCHOLIQUE BIOGARAN 250 mg, comprimé pelliculé",69
60886120,"ACIDE URSODESOXYCHOLIQUE GERDA 250 mg, comprimé pelliculé",69
62994066,"ACIDE URSODESOXYCHOLIQUE MYLAN 250 mg, comprimé pelliculé",69
66438622,"ACIDE URSODESOXYCHOLIQUE TEVA 250 mg, comprimé pelliculé",69
64410713,"ACIDE ZOLEDRONIQUE BIOGARAN 4 mg/100 ml, solution pour perfusion",70
69561021,"ACIDE ZOLEDRONIQUE BIOGARAN 5 mg/100 ml, solution pour perfusion",70
66953992,"ACIDE ZOLEDRONIQUE FRESENIUS KABI 4 mg/5 ml, solution à diluer pour perfusion",70
68737947,"ACIDE ZOLEDRONIQUE HOSPIRA 4 mg/100 ml, solution pour perfusion",70
60463323,"ACIDE ZOLEDRONIQUE MEDAC 4 mg/100 ml, solution pour perfusion",70
66902987,"ACIDE ZOLEDRONIQUE MYLAN 4 mg/100 ml, solution pour perfusion",70
68011537,"ACIDE ZOLEDRONIQUE MYLAN 4 mg/5 ml, solution à diluer pour perfusion",70
65063322,"ACIDE ZOLEDRONIQUE MYLAN 5 mg/100 ml, solution pour perfusion",70
64044205,"ACIDE ZOLEDRONIQUE SANDOZ 4 mg/100 ml, solution pour perfusion",70
67182791,"ACIDE ZOLEDRONIQUE SANDOZ 5 mg/100 ml, solution pour perfusion",70
64555954,"ACIDE ZOLEDRONIQUE TEVA PHARMA 5 mg, solution pour perfusion en flacon",70
65148121,"ACIDE ZOLEDRONIQUE ZENTIVA LAB 4 mg/100 ml, solution pour perfusion",70
64908596,"ACIDRINE, comprimé à croquer",131
69636666,"ACIDUM PHOSPHORICUM COMPLEXE No5, solution buvable en gouttes",
67306342,"ACLASTA 5 mg, solution pour perfusion",70
60991573,"ACLOTINE 100 UI/mL, poudre et solvant pour solution injectable",166
61736892,"ACONITUM FEROX BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
64692465,"ACONITUM NAPELLUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
69203615,"ACONITUM NAPELLUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
66506742,"ACONITUM NAPELLUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
69152302,"ACORSPRAY 200 microgrammes/dose, solution pour inhalation en flacon pressurisé",312
61104024,"ACT-HIB 10 microgrammes/0,5 ml, poudre et solvant pour solution injectable en seringue préremplie. Vaccin conjugué de l'Haemophilus type b",
65090198,"ACTAEA RACEMOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
62179617,"ACTAEA RACEMOSA DECOCTE WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
60002746,"ACTAEA RACEMOSA FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
69255099,"ACTAEA RACEMOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
68185160,"ACTAEA SPICATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
69330705,"ACTAEA SPICATA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",
62448875,"ACTAPULGITE 3 g, poudre pour suspension buvable en sachet",204
65464525,"ACTHEANE, comprimé",
69811037,"ACTI 5, solution buvable en ampoule",24
69488452,"ACTICARBINE 70 mg, comprimé enrobé",413
61774341,"ACTICARBINE, comprimé enrobé",413
64939766,"ACTIFED ALLERGIE CETIRIZINE 10 mg, comprimé pelliculé sécable",406
61617685,"ACTIFED ETATS GRIPPAUX, poudre pour solution buvable en sachet-dose",1288
63146424,"ACTIFED LP RHINITE ALLERGIQUE, comprimé pelliculé à libération prolongée",
60206332,"ACTIFED RHUME JOUR ET NUIT, comprimé",
69928332,"ACTIFED RHUME, comprimé",1288
60997900,"ACTIFEDSIGN, gélule",425
67177673,"ACTILYSE 2 mg, poudre pour solution injectable et perfusion",126
63617876,"ACTILYSE, poudre et solvant pour solution injectable et perfusion",126
62187806,"ACTIQ 1200 microgrammes, comprimé avec applicateur buccal",717
66645425,"ACTIQ 1600 microgrammes, comprimé avec applicateur buccal",717
64226300,"ACTIQ 200 microgrammes, comprimé avec applicateur buccal",717
67100036,"ACTIQ 400 microgrammes, comprimé avec applicateur buccal",717
61576943,"ACTIQ 600 microgrammes, comprimé avec applicateur buccal",717
64417355,"ACTIQ 800 microgrammes, comprimé avec applicateur buccal",717
64288864,"ACTISKENAN 10 mg, gélule",1160
69235748,"ACTISKENAN 20 mg, gélule",1160
62820286,"ACTISKENAN 30 mg, gélule",1160
62417470,"ACTISKENAN 5 mg, gélule",1160
66047164,"ACTISOUFRE 4 mg/50 mg par 10 ml, suspension buvable ou pour instillation nasale",1506
67928230,"ACTISOUFRE, solution pour pulvérisation nasale/buccale en flacon pressurisé",1506
62210849,"ACTIVELLE, comprimé pelliculé",1222
68933636,"ACTIVIR 5 POUR CENT, crème",17
66880900,"ACTIVOX EXPECTORANT LIERRE SANS SUCRE, pastille édulcorée l'isomalt et à l'acésulfame de potassium",
68075212,"ACTIVOX EXPECTORANT LIERRE, sirop",
64955489,"ACTIVOX RHUME PELARGONIUM, solution buvable",
69716824,"ACTONEL 30 mg, comprimé pelliculé",60
64392560,"ACTONEL 35 mg, comprimé gastro-résistant",60
60399454,"ACTONEL 35 mg, comprimé pelliculé",60
60727189,"ACTONEL 35 mg, comprimé pelliculé",60
60262879,"ACTONEL 35 mg, comprimé pelliculé",60
64144419,"ACTONEL 5 mg, comprimé pelliculé",60
65740030,"ACTONEL 75 mg, comprimé pelliculé",60
67332173,"ACTONEL 75 mg, comprimé pelliculé",60
66477041,"ACTONEL 75 mg, comprimé pelliculé",60
64566299,"ACTONELCOMBI 35 mg + 1000 mg/880 UI, comprimé pelliculé et granulés effervescents",60
68951171,"ACTOSOLV 100 000 UI, poudre pour solution injectable/pour perfusion",1766
67448313,"ACTOSOLV 600 000 UI, poudre pour solution injectable/pour perfusion",1766
62809126,"ACTRAPID 100 unités internationales/ml, solution injectable",929
61995884,"ACTRAPID PENFILL 100 unités internationales/ml, solution injectable en cartouche",929
62040674,"ACTRON, comprimé effervescent",20
60043038,"ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé",1432
68337593,"ACUILIX 20 mg/12,5 mg, comprimé pelliculé sécable",1444
62927128,"ACUITEL 20 mg, comprimé enrobé sécable",1444
62206135,"ACUITEL 5 mg, comprimé enrobé sécable",1444
63866361,"ACULAR 0,5 %, collyre en solution",975
62580656,"ACUPAN, solution injectable",1188
62287112,"ADALATE 10 mg, capsule",1202
65347828,"ADALATE 20 mg L.P., comprimé à libération prolongée",1202
67680190,"ADANCOR 10 mg, comprimé sécable",1199
60861252,"ADANCOR 20 mg, comprimé",1199
65099368,"ADAPALENE TEVA 0,1 POUR CENT, crème",75
62886560,"ADAPALENE ZENTIVA 0,1 %, gel",75
67245747,"ADAPALENE ZENTIVA 0.1%, crème",75
69422057,"ADARTREL 0,25 mg, comprimé pelliculé",1495
69982928,"ADARTREL 0,50 mg, comprimé pelliculé",1495
67276995,"ADARTREL 2 mg, comprimé pelliculé",1495
64892010,"ADASUVE 9,1 mg, poudre pour inhalation en récipient unidose",1043
68438457,"ADCETRIS 50 mg, poudre pour solution à diluer pour perfusion",300
63206355,"ADCIRCA 20 mg, comprimé pelliculé",1628
64832942,"ADEMPAS 0,5 mg, comprimé pelliculé",1481
66086562,"ADEMPAS 1 mg, comprimé pelliculé",1481
60025054,"ADEMPAS 1,5 mg, comprimé pelliculé",1481
60203795,"ADEMPAS 2 mg, comprimé pelliculé",1481
61875550,"ADEMPAS 2,5 mg, comprimé pelliculé",1481
61855583,"ADENOSCAN 30 mg/10 mL, solution pour perfusion",77
63052537,"ADENOSINE MEDISOL 6 mg/2 ml, solution injectable",77
64493890,"ADENURIC 120 mg, comprimé pelliculé",711
61871331,"ADENURIC 80 mg, comprimé pelliculé",711
68188982,"ADENYL 60 mg, comprimé",77
60928936,"ADEPAL, comprimé enrobé",1018
66265330,"ADIAZINE 500 mg, comprimé",1612
63359632,"ADONIS VERNALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
60351662,"ADONIS VERNALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
68955248,"ADOPORT 0,5 mg, gélule",1627
68176916,"ADOPORT 1 mg, gélule",1627
66927104,"ADOPORT 2 mg, gélule",1627
61964294,"ADOPORT 5 mg, gélule",1627
62024136,"ADRENALINE AGUETTANT 0,1 mg/mL sans sulfite, solution injectable en seringue pré-remplie",
69150358,"ADRENALINE AGUETTANT 1 mg/mL SANS SULFITE, solution injectable",
61912155,"ADRENALINE AGUETTANT 1 mg/mL sans sulfite, solution injectable en seringue pré-remplie",
61072758,"ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule",
69325747,"ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule",
69556177,"ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable",
60197246,"ADRENALINE RENAUDIN 1 mg/ml, solution injectable",
69553494,"ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule",
66305127,"ADRENALINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
66800110,"ADRENALINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",
65884582,"ADREVIEW [123I] 74 MBq/mL, solution injectable",936
65771499,"ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon",601
69035345,"ADRIBLASTINE 10 mg/5 ml, solution injectable pour perfusion en flacon",601
65488729,"ADRIBLASTINE 200 mg/100 ml, solution injectable pour perfusion en flacon",601
64367525,"ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon",601
64661854,"ADRIBLASTINE 50 mg/25 ml, solution injectable pour perfusion en flacon",601
66269026,"ADRIGYL 10 000 UI/ml, solution buvable en gouttes",487
63725282,"ADROVANCE 70 mg/2800 UI, comprimé",22
63230395,"ADROVANCE 70 mg/5600 UI, comprimé",22
63931834,"ADVAGRAF 0,5 mg, gélule à libération prolongée",1627
64297436,"ADVAGRAF 1 mg, gélule à libération prolongée",1627
61604257,"ADVAGRAF 3 mg, gélule à libération prolongée",1627
61727612,"ADVAGRAF 5 mg, gélule à libération prolongée",1627
66954464,"ADVATE 1000 UI, poudre et solvant pour solution injectable",1231
64445956,"ADVATE 1500 UI, poudre et solvant pour solution injectable",1231
68255655,"ADVATE 2000 UI, poudre et solvant pour solution injectable",1231
68294455,"ADVATE 250 UI, poudre et solvant pour solution injectable",1231
69558317,"ADVATE 3000 UI, poudre et solvant pour solution injectable",1231
67778827,"ADVATE 500 UI, poudre et solvant pour solution injectable",1231
68634000,"ADVIL 200 mg, comprimé enrobé",888
63646874,"ADVIL 400 mg, comprimé enrobé",888
67848097,"ADVILCAPS 200 mg, capsule molle",888
61959735,"ADVILCAPS 400 mg, capsule molle",888
62217014,"ADVILGEL 5 %, gel",888
