60211678,"PROGESTERONUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60212424,"JOSACINE 1000 mg, comprimé dispersible",comprimé dispersible,3
60213704,"IBERIS AMARA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60214350,"CAPTOPRIL HYDROCHLOROTHIAZIDE ARROW 50 mg/25 mg, comprimé sécable",comprimé sécable,3
60214902,"GUAIACUM LEHNING, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60216885,"RIVASTIGMINE ACTAVIS 1,5 mg, gélule",gélule,5
60219803,"VINCRISTINE HOSPIRA 2 mg/2 ml, solution injectable",solution injectable,
60221042,"FINASTERIDE ARROW GENERIQUES 1 mg, comprimé pelliculé",comprimé pelliculé,3
60221786,"IBUPROFENE RPG 400 mg, comprimé pelliculé",comprimé pelliculé,3
60222137,"CALTRATE 600 mg, comprimé pelliculé",comprimé pelliculé,3
60222354,"PALEXIA 100 mg, comprimé pelliculé",comprimé pelliculé,3
60224437,"OXCARBAZEPINE TEVA 300 mg, comprimé pelliculé",comprimé pelliculé,3
60224800,"NIMBEX 5 mg/ml, solution injectable/pour perfusion",solution injectable pour perfusion,
60225681,"TRAMADOL ARROW L.P. 200 mg, gélule à libération prolongée",gélule à libération prolongée,5
60226897,"MINOXIDIL COOPER 2 %, solution pour application cutanée en flacon",solution pour application,
60226979,"OLANZAPINE ACCORD 5 mg, comprimé enrobé",comprimé enrobé,3
60231339,"EUPANTOL 40 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60232359,"VALSARTAN KRKA 40 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60234214,"VENLAFAXINE EVOLUGEN PHARMA LP 37,5 mg, gélule à libération prolongée",gélule à libération prolongée,5
60234221,"TENSTATEN 50 mg, gélule",gélule,5
60235768,"PREZISTA 400 mg, comprimé pelliculé",comprimé pelliculé,3
60236756,"INCIVO 375 mg, comprimé pelliculé",comprimé pelliculé,3
60237790,"CEFIXIME ARROW 200 mg, comprimé pelliculé",comprimé pelliculé,3
60237858,"EPHEDRINE RENAUDIN 30 mg/10 ml, solution injectable",solution injectable,
60238376,"SOLACY PEDIATRIQUE, comprimé pour suspension buvable",comprimé pour suspension buvable,3
60238853,"PANTOPRAZOLE CRISTERS 40 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60241034,"TALTZ 80 mg, solution injectable en seringue pré-remplie",solution injectable,
60242264,"PRUNUS SPINOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60242321,"DYSPORT 500 UNITES SPEYWOOD, poudre pour solution injectable",poudre pour solution injectable,
60245253,"REVLIMID 10 mg, gélule",gélule,5
60246259,"EAU OXYGENEE STABILISEE CODEX 10 VOLUMES GILBERT, solution pour application locale en flacon pulvérisateur",solution pour application,
60246750,"DEBRIDAT 100 mg, comprimé pelliculé",comprimé pelliculé,3
60247432,"ESCITALOPRAM ZYDUS 20 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60248840,"TAFINLAR 75 mg, gélule",gélule,5
60249903,"SPRYCEL 70 mg, comprimé pelliculé",comprimé pelliculé,3
60250574,"VALSARTAN ALTER 160 mg, comprimé pelliculé",comprimé pelliculé,3
60251135,"ROSUVASTATINE EVOLUGEN 5 mg, comprimé pelliculé",comprimé pelliculé,3
60251352,"PIPERACILLINE PANPHARMA 1 g, poudre pour solution injectable (I.M., I.V.)",poudre pour solution injectable,
60252340,"METASTRON, solution injectable de chlorure de strontium [89 Sr]",solution injectable,
60260497,"RISPERDAL 2 mg, comprimé pelliculé",comprimé pelliculé,3
60262879,"ACTONEL 35 mg, comprimé pelliculé",comprimé pelliculé,3
60263461,"PERMIXON 160 mg, gélule",gélule,5
60264830,"BETATOP 50 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60265252,"OLANZAPINE MYLAN 5 mg, comprimé pelliculé",comprimé pelliculé,3
60265932,"ATORVASTATINE PFIZER 20 mg, comprimé pelliculé",comprimé pelliculé,3
60266144,"GABAPENTINE CRISTERS 400 mg, gélule",gélule,5
60268348,"CALOTROPIS GIGANTEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60269037,"VASTAREL 20 mg, comprimé pelliculé",comprimé pelliculé,3
60270395,"BOSENTAN ZENTIVA 125 mg, comprimé pelliculé",comprimé pelliculé,3
60271248,"TERCIAN 100 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60273256,"IOPAMIGITA 370 mg d'iode/mL, solution pour injection ou pour perfusion",solution injectable ou pour perfusion,
60273772,"TRAMADOL/PARACETAMOL ZYDUS FRANCE 37,5 mg/325 mg, comprimé pelliculé",comprimé pelliculé,3
60274618,"ROPINIROLE EG LP 8 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,3
60275136,"CRATAEGUS OXYACANTHA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60275990,"RIVASTIGMINE ZYDUS 1,5 mg, gélule",gélule,5
60276708,"CADMIUM SULFURICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60279775,"GABAPENTINE SANDOZ 800 mg, comprimé pélliculé",comprimé pelliculé,3
60281598,"ACEBUTOLOL BIOGARAN 400 mg, comprimé pelliculé",comprimé pelliculé,3
60282547,"ONDANSETRON AGUETTANT 2 mg/ml, solution injectable (I.V.)",solution injectable,
60282629,"SOLIFENACINE BIOGARAN 5 mg, comprimé pelliculé",comprimé pelliculé,3
60282789,"VALSARTAN ZENTIVA 160 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60282814,"RIVASTIGMINE SANDOZ 4,5 mg, gélule",gélule,5
60284142,"PIPERACILLINE PANPHARMA 4 g, poudre pour solution injectable (I.M., I.V.)",poudre pour solution injectable,
60284516,"NEBIVOLOL MYLAN 5 mg, comprimé quadrisécable",comprimé quadrisécable,3
60286346,"SILDENAFIL EG 50 mg, comprimé pelliculé",comprimé pelliculé,3
60287277,"DULOXETINE ZENTIVA 60 mg, gélule gastro-résistante",gélule gastro-résistant(e),5
60287373,"TANAKAN 40 mg, comprimé enrobé",comprimé enrobé,3
60288137,"IMATINIB RANBAXY 400 mg, comprimé pelliculé",comprimé pelliculé,3
60288443,"MEMANTINE CRISTERS 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60288817,"OGASTORO 15 mg, comprimé orodispersible",comprimé orodispersible,3
60291941,"SOTALOL CRISTERS 80 mg, comprimé sécable",comprimé sécable,3
60292349,"SORIATANE 10 mg, gélule",gélule,5
60292573,"SPEDIFEN 400 mg, comprimé pelliculé",comprimé pelliculé,3
60293376,"COCCULUS INDICUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60294713,"ZOLMITRIPTAN ZYDUS FRANCE 2,5 mg, comprimé orodispersible",comprimé orodispersible,3
60296511,"EPLERENONE TEVA 50 mg, comprimé pelliculé",comprimé pelliculé,3
60298850,"FORMICA RUFA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60300408,"NIFUROXAZIDE ARROW 200 mg, gélule",gélule,5
60303404,"TOPIRAMATE ARROW GENERIQUES 50 mg, comprimé pelliculé",comprimé pelliculé,3
60303614,"RIVASTIGMINE ZYDUS 4,5 mg, gélule",gélule,5
60304050,"LIORESAL 10 mg, comprimé sécable",comprimé sécable,3
60304591,"TRAMADOL BIOGARAN LP 100 mg, comprimé à libération prolongée",comprimé à libération prolongée,3
60305960,"NUROFEN 200 mg, comprimé enrobé",comprimé enrobé,3
60307242,"PROINULINE SERB 25 %, solution injectable (I.V.)",solution injectable,
60308369,"CORDARONE 200 mg, comprimé sécable",comprimé sécable,3
60311269,"VALACICLOVIR MYLAN 500 mg, comprimé pelliculé",comprimé pelliculé,3
60312442,"ROPINIROLE ACCORD 1 mg, comprimé pelliculé",comprimé pelliculé,3
60313672,"ENTECAVIR MYLAN 0,5 mg, comprimé pelliculé",comprimé pelliculé,3
60314183,"ROSUVASTATINE CRISTERS 5 mg, comprimé pelliculé",comprimé pelliculé,3
60316362,"BRINTELLIX 20 mg, comprimé pelliculé",comprimé pelliculé,3
60316818,"LANSOPRAZOLE ZYDUS FRANCE 30 mg, gélule gastro-résistante",gélule gastro-résistant(e),5
60318954,"ARUNDO DONAX LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60319789,"DILTIAZEM ZENTIVA LAB LP 300 mg, gélule à libération prolongée",gélule à libération prolongée,5
60321676,"IBRANCE 125 mg, gélule",gélule,5
60322461,"HYDROXYZINE TEVA 25 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60323481,"PHENOBARBITAL RICHARD 100 mg, comprimé sécable",comprimé sécable,3
60323969,"KENZEN 4 mg, comprimé sécable",comprimé sécable,3
60325201,"NEFOPAM MEDISOL 20 mg/2 ml, solution injectable",solution injectable,
60326538,"LEVOFLOXACINE ZYDUS 500 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60327266,"BRIEM 5 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60327615,"ZALDIAR 37,5 mg/325 mg, comprimé pelliculé",comprimé pelliculé,3
60327818,"CANDESARTAN RANBAXY 32 mg, comprimé sécable",comprimé sécable,3
60328432,"NOLVADEX 20 mg, comprimé enrobé",comprimé enrobé,3
60329598,"CEFOXITINE GERDA 1 g, poudre pour solution injectable",poudre pour solution injectable,
60330522,"MELOXICAM BIOGARAN 15 mg, comprimé sécable",comprimé sécable,3
60332103,"CACIT 1000 mg, comprimé effervescent",comprimé effervescent(e),3
60335124,"LINEZOLIDE FRESENIUS KABI 600 mg, comprimé pelliculé",comprimé pelliculé,3
60337328,"GLIMEPIRIDE SANDOZ 4 mg, comprimé sécable",comprimé sécable,3
60337456,"MEMANTINE LEK 20 mg, comprimé pelliculé",comprimé pelliculé,3
